path,locale,intent,status,title,h1,opening,issues
/services/sea-freight/,en,freight,pass,"Sea Freight from China | FCL, LCL & Loading Plans | DDNZ Global",One container. Every detail counts.,"One container. Every detail counts. DDNZ / HEAVEN BORN · SEA FREIGHT FROM CHINA From several suppliers to one shipment plan. Full containers, shared loads and consolidation—see the work behind the booking. FCL / LCL / CONSOLIDATION",
/zh-cn/services/sea-freight/,zh-cn,freight,pass,中国海运｜整柜、拼箱与装载规划 | DDNZ Global,一柜货。 每一步，都算数。,一柜货。 每一步，都算数。 DDNZ / HEAVEN BORN · 中国海运 从几家工厂的货，到一票清楚的出运安排。整柜、拼箱、集货与装载，先看现场，再谈方案。 FCL / LCL / CONSOLIDATION,
/ru/services/sea-freight/,ru,freight,pass,Морские перевозки из Китая: важна каждая деталь | DDNZ Global,Морские перевозки из Китая: важна каждая деталь,"Морские перевозки из Китая: важна каждая деталь DDNZ / HEAVEN BORN · FCL / LCL От нескольких поставщиков — к единому плану отправки. Полные контейнеры, сборные грузы и консолидация: посмотрите, какая работа стоит за бронированием. Погрузка, размещение и проверка маркировки. Три отдельных записи показывают обработку груза на площадке.",
/fr/services/sea-freight/,fr,freight,pass,Fret maritime depuis la Chine : chaque détail compte | DDNZ Global,Fret maritime depuis la Chine : chaque détail compte,"Fret maritime depuis la Chine : chaque détail compte DDNZ / HEAVEN BORN · FCL / LCL De plusieurs fournisseurs à un plan d’expédition. Conteneurs complets, groupage et consolidation : découvrez le travail derrière la réservation. Chargement, positionnement et contrôle des marques. Trois séquences distinctes montrent les opérations sur le terrain.",
/es/services/sea-freight/,es,freight,pass,"Transporte marítimo desde China | FCL, LCL y carga | DDNZ Global",Un contenedor. Cada detalle cuenta.,"Un contenedor. Cada detalle cuenta. DDNZ / HEAVEN BORN · TRANSPORTE MARÍTIMO DESDE CHINA De varios proveedores a un plan de envío. Contenedor completo, carga consolidada y preparación: conoce el trabajo antes de reservar. FCL / LCL / CONSOLIDATION",
/ar/services/sea-freight/,ar,freight,pass,الشحن البحري من الصين: كل تفصيل مهم | DDNZ Global,الشحن البحري من الصين: كل تفصيل مهم,الشحن البحري من الصين: كل تفصيل مهم DDNZ / HEAVEN BORN · FCL / LCL من عدة موردين إلى خطة شحن واحدة. حاويات كاملة وشحن جزئي وتجميع: شاهد العمل الذي يسبق الحجز. تحميل وترتيب وفحص علامات الطرود. ثلاثة مقاطع منفصلة توضح المناولة في الموقع.,
/pt/services/sea-freight/,pt,freight,pass,Frete marítimo da China: cada detalhe conta | DDNZ Global,Frete marítimo da China: cada detalhe conta,"Frete marítimo da China: cada detalhe conta DDNZ / HEAVEN BORN · FCL / LCL De vários fornecedores a um plano de embarque. Contêineres completos, carga compartilhada e consolidação: conheça o trabalho por trás da reserva. Carregamento, posicionamento e conferência de marcas. Três registros separados mostram o manuseio no local.",
/tr/services/sea-freight/,tr,freight,pass,Çin’den denizyolu taşımacılığı: her ayrıntı önemli | DDNZ Global,Çin’den denizyolu taşımacılığı: her ayrıntı önemli,"Çin’den denizyolu taşımacılığı: her ayrıntı önemli DDNZ / HEAVEN BORN · FCL / LCL Birden fazla tedarikçiden tek sevkiyat planına. Komple konteyner, parsiyel yük ve konsolidasyon: rezervasyonun arkasındaki işi görün. Yükleme, yerleştirme ve işaret kontrolü. Üç ayrı saha kaydı elleçleme işlerini gösteriyor.",
/services/lcl-shipping-from-china/,en,freight,pass,"LCL Shipping from China | Costs, Packing & Delivery | DDNZ Global",Less than a container. Plan the whole journey.,"Less than a container. Plan the whole journey. LCL / FROM CHINA A few cartons, several pallets or cargo from several suppliers? Start with final packing and the delivery address, then compare freight, warehouse handling and destination delivery together. CARTONS → CFS → DESTINATION",
/zh-cn/services/lcl-shipping-from-china/,zh-cn,freight,pass,中国 LCL 拼箱与集运｜费用、包装与交付 | DDNZ Global,不满一柜， 也要把每一步算清。,不满一柜， 也要把每一步算清。 LCL / FROM CHINA 从中国发货，要发几箱、几托，还是多家供应商一起走？从最终包装和收货地址开始，把拼箱运费、仓库操作和目的地交付放在同一份方案里比较。 CARTONS → CFS → DESTINATION,
/ru/services/lcl-shipping-from-china/,ru,freight,pass,Сборные морские грузы из Китая: планируйте весь путь | DDNZ Global,Сборные морские грузы из Китая: планируйте весь путь,"Сборные морские грузы из Китая: планируйте весь путь LCL · DDNZ GLOBAL Несколько коробок, паллет или заказы от разных поставщиков? Начните с окончательной упаковки и адреса получателя. Сравнивайте морской фрахт, складские операции и выдачу груза в одной смете. Укажите габариты и массу брутто каждого места, приложите фотографии упаковки. Заранее сообщите о хрупком, длинномерном, тяжёлом или нештабелируемом грузе. Приём батарей и жидкостей согласуется отдельно.",
/fr/services/lcl-shipping-from-china/,fr,freight,pass,Groupage maritime depuis la Chine : prévoir tout le trajet | DDNZ Global,Groupage maritime depuis la Chine : prévoir tout le trajet,"Groupage maritime depuis la Chine : prévoir tout le trajet LCL · DDNZ GLOBAL Quelques cartons, plusieurs palettes ou des commandes de plusieurs fournisseurs ? Partez de l’emballage final et de l’adresse de réception. Comparez le fret, les opérations d’entrepôt et la remise à destination dans un même devis. Indiquez les dimensions et le poids brut de chaque colis, avec des photos. Signalez les marchandises fragiles, longues, lourdes ou non gerbables. Confirmez séparément l’acceptation des batteries et liquides.",
/es/services/lcl-shipping-from-china/,es,freight,pass,"Envíos LCL desde China | Costos, embalaje y entrega | DDNZ Global",Menos de un contenedor. Planifica todo el recorrido.,"Menos de un contenedor. Planifica todo el recorrido. LCL / FROM CHINA ¿Unas cajas, varios palés o varios proveedores? Parte del embalaje final y la dirección; compara flete, almacén y entrega en una misma propuesta. CARTONS → CFS → DESTINATION",
/ar/services/lcl-shipping-from-china/,ar,freight,pass,الشحن البحري الجزئي من الصين: خطط للرحلة كاملة | DDNZ Global,الشحن البحري الجزئي من الصين: خطط للرحلة كاملة,الشحن البحري الجزئي من الصين: خطط للرحلة كاملة LCL · DDNZ GLOBAL بضع صناديق أم عدة منصات أم طلبات من موردين مختلفين؟ ابدأ بالتغليف النهائي وعنوان الاستلام. قارن أجرة البحر وعمليات المستودع والتسليم ضمن عرض واحد. قدم الأبعاد والوزن الإجمالي لكل طرد وصور التغليف. وضح مسبقاً إن كانت البضاعة هشة أو طويلة أو ثقيلة أو لا تقبل التكديس. يجب تأكيد قبول البطاريات والسوائل بشكل منفصل.,
/pt/services/lcl-shipping-from-china/,pt,freight,pass,Carga marítima LCL da China: planeje todo o percurso | DDNZ Global,Carga marítima LCL da China: planeje todo o percurso,"Carga marítima LCL da China: planeje todo o percurso LCL · DDNZ GLOBAL Algumas caixas, vários paletes ou pedidos de fornecedores diferentes? Comece pela embalagem final e pelo endereço de recebimento. Compare frete, operações de armazém e entrega no mesmo orçamento. Informe dimensões e peso bruto por volume, com fotos da embalagem. Avise sobre itens frágeis, compridos, pesados ou não empilháveis. Confirme separadamente a aceitação de baterias e líquidos.",
/tr/services/lcl-shipping-from-china/,tr,freight,pass,Çin’den parsiyel denizyolu taşımacılığı: tüm süreci planlayın | DDNZ Global,Çin’den parsiyel denizyolu taşımacılığı: tüm süreci planlayın,"Çin’den parsiyel denizyolu taşımacılığı: tüm süreci planlayın LCL · DDNZ GLOBAL Birkaç koli, birkaç palet veya farklı tedarikçilerin siparişleri mi? Son ambalaj ve teslimat adresiyle başlayın. Navlun, depo işlemleri ve varış teslimini tek teklifte karşılaştırın. Her parçanın ölçülerini, brüt ağırlığını ve ambalaj fotoğraflarını paylaşın. Kırılgan, uzun, ağır veya istiflenemeyen yükü önceden belirtin. Pil ve sıvı kabulünü ayrıca teyit edin.",
/services/dangerous-goods-shipping-from-china/,en,freight,pass,Dangerous goods shipping & container securing | DDNZ Global,Dangerous goods shipping from China & container securing,"Dangerous goods shipping from China & container securing Specialist freight services · HEAVEN BORN Review the information needed before dispatch and see loading records showing lashing, bracing and void filling for different packaging formats. Real loading records",
/zh-cn/services/dangerous-goods-shipping-from-china/,zh-cn,freight,pass,危险品运输与装柜加固 | DDNZ Global,中国危险品出口运输与装柜加固,中国危险品出口运输与装柜加固 专项货运服务 · HEAVEN BORN 从货物资料核对到装柜现场，了解危险品出运需要确认的信息，以及不同包装的绑扎、支撑与填充方式。 实际装柜记录,
/ru/services/dangerous-goods-shipping-from-china/,ru,freight,pass,Перевозка опасных грузов из Китая и крепление в контейнере | DDNZ Global,Перевозка опасных грузов из Китая и крепление в контейнере,"Перевозка опасных грузов из Китая и крепление в контейнере DDNZ / HEAVEN BORN Какие сведения нужны до отправки и как выглядят крепление, распорки и заполнение промежутков при разных видах упаковки: примеры с площадки погрузки. Способ крепления зависит от прочности упаковки, распределения массы, свойств груза и маршрута. Прокладки, упоры и крепёж подбирают для конкретной отправки.",
/fr/services/dangerous-goods-shipping-from-china/,fr,freight,pass,Transport de marchandises dangereuses depuis la Chine et arrimage | DDNZ Global,Transport de marchandises dangereuses depuis la Chine et arrimage,"Transport de marchandises dangereuses depuis la Chine et arrimage DDNZ / HEAVEN BORN Consultez les informations nécessaires avant le départ et des photos d’arrimage, de calage et de remplissage des vides pour différents emballages. La méthode dépend de la résistance de l’emballage, de la répartition du poids, des propriétés de la marchandise et de la route. Calage, blocage et arrimage sont définis pour chaque expédition.",
/es/services/dangerous-goods-shipping-from-china/,es,freight,pass,Mercancías peligrosas y sujeción de carga | DDNZ Global,Transporte de mercancías peligrosas desde China y sujeción de carga,"Transporte de mercancías peligrosas desde China y sujeción de carga Servicios de carga especializada · HEAVEN BORN Consulta la información necesaria antes del embarque y los registros de amarre, refuerzo y relleno para distintos embalajes. Registros reales de carga",
/ar/services/dangerous-goods-shipping-from-china/,ar,freight,pass,شحن البضائع الخطرة من الصين وتثبيتها داخل الحاوية | DDNZ Global,شحن البضائع الخطرة من الصين وتثبيتها داخل الحاوية,شحن البضائع الخطرة من الصين وتثبيتها داخل الحاوية DDNZ / HEAVEN BORN تعرف على المعلومات المطلوبة قبل الإرسال، وشاهد صور الربط والتدعيم وملء الفراغات لأنواع مختلفة من التغليف. تختلف طريقة التثبيت حسب قوة التغليف وتوزيع الوزن وخصائص البضاعة والمسار. تحدد الفواصل والدعامات والأربطة لكل شحنة على حدة.,
/pt/services/dangerous-goods-shipping-from-china/,pt,freight,pass,Transporte de cargas perigosas da China e fixação em contêiner | DDNZ Global,Transporte de cargas perigosas da China e fixação em contêiner,"Transporte de cargas perigosas da China e fixação em contêiner DDNZ / HEAVEN BORN Consulte os dados necessários antes do embarque e fotos de amarração, travamento e preenchimento de espaços para diferentes embalagens. A fixação varia conforme resistência da embalagem, distribuição de peso, propriedades da carga e rota. Apoios, bloqueios e amarrações são definidos para cada embarque.",
/tr/services/dangerous-goods-shipping-from-china/,tr,freight,pass,Çin’den tehlikeli madde taşımacılığı ve konteyner içi sabitleme | DDNZ Global,Çin’den tehlikeli madde taşımacılığı ve konteyner içi sabitleme,"Çin’den tehlikeli madde taşımacılığı ve konteyner içi sabitleme DDNZ / HEAVEN BORN Sevkiyat öncesi gerekli bilgileri inceleyin; farklı ambalajlarda bağlama, destekleme ve boşluk doldurma uygulamalarının saha fotoğraflarını görün. Sabitleme yöntemi ambalaj dayanımı, ağırlık dağılımı, yük özellikleri ve rotaya göre değişir. Ara malzemeler, takozlar ve bağlar her sevkiyat için planlanır.",
/services/air-freight/,en,freight,pass,Air Freight China | Express Air Shipping Agent Shenzhen,"Air freight from China. Urgent cargo, with the acceptance checked first.","Air freight from China. Urgent cargo, with the acceptance checked first. DDNZ / HEAVEN BORN · AIR FREIGHT Choose express, standard or economy air only after chargeable weight, carrier acceptance and destination handover are clear. 01 / SERVICE DECISION",
/zh-cn/services/air-freight/,zh-cn,freight,pass,深圳精密空运货代 | 跨境高时效航空货运报价,中国空运服务。 紧急货，也要先把承运条件核对清楚。,中国空运服务。 紧急货，也要先把承运条件核对清楚。 DDNZ / HEAVEN BORN · AIR FREIGHT 特快、标准或经济空运，都应在计费重、航司收货条件和目的地交接范围明确后再选择。 01 / 服务决策,
/ru/services/air-freight/,ru,freight,pass,Авиаперевозки из Китая | Экспресс отправка Шэньчжэнь,Авиаперевозки из Китая. Срочный груз — только после проверки допуска.,"Авиаперевозки из Китая. Срочный груз — только после проверки допуска. DDNZ / HEAVEN BORN · AIR FREIGHT Экспресс, стандарт или эконом выбираются после расчёта оплачиваемого веса, допуска перевозчика и передачи в пункте назначения. 01 / ВЫБОР УСЛУГИ",
/fr/services/air-freight/,fr,freight,pass,Fret Aérien Chine | Agence de Transit Express Shenzhen,Fret aérien depuis la Chine. L’urgence commence par l’acceptation du fret.,"Fret aérien depuis la Chine. L’urgence commence par l’acceptation du fret. DDNZ / HEAVEN BORN · AIR FREIGHT Express, standard ou économique : le choix vient après le poids taxable, l’acceptation du transporteur et la remise à destination. 01 / CHOIX DU SERVICE",
/es/services/air-freight/,es,freight,pass,Carga aérea desde China | DDNZ Global,Carga aérea desde China. La urgencia empieza por confirmar la aceptación.,"Carga aérea desde China. La urgencia empieza por confirmar la aceptación. DDNZ / HEAVEN BORN · AIR FREIGHT Exprés, estándar o económica: la opción se decide después de confirmar peso facturable, aceptación y entrega en destino. 01 / DECISIÓN DE SERVICIO",
/ar/services/air-freight/,ar,freight,pass,الشحن الجوي من الصين | DDNZ Global,الشحن الجوي من الصين. الشحنة العاجلة تبدأ أولاً بتأكيد القبول.,الشحن الجوي من الصين. الشحنة العاجلة تبدأ أولاً بتأكيد القبول. DDNZ / HEAVEN BORN · AIR FREIGHT يُختار السريع أو القياسي أو الاقتصادي بعد تحديد الوزن المحاسبي وقبول الناقل وتسليم الوجهة. 01 / قرار الخدمة,
/services/amazon-fba/,en,freight,pass,Amazon FBA Prep China | Professional FNSKU Labeling,"Amazon FBA logistics from China. Prep, transport and appointment—one controlled handover.","Amazon FBA logistics from China. Prep, transport and appointment—one controlled handover. DDNZ / HEAVEN BORN · AMAZON FBA Build the plan around the shipment ID, carton rules, importer setup and receiving appointment instead of treating FBA as an ordinary door delivery. 01 / SERVICE DECISION",
/zh-cn/services/amazon-fba/,zh-cn,freight,pass,出口亚马逊FBA仓配 | 双清包税贴标拼箱DDP,中国至 Amazon FBA 物流。 贴标、运输、预约入仓，一次交接管清楚。,中国至 Amazon FBA 物流。 贴标、运输、预约入仓，一次交接管清楚。 DDNZ / HEAVEN BORN · AMAZON FBA 围绕 Shipment ID、外箱规则、进口安排与送仓预约规划，不把 FBA 当成普通到门运输。 01 / 服务决策,
/ru/services/amazon-fba/,ru,freight,pass,Доставка на склады Amazon FBA из КНР | Prep услуги,"Логистика Amazon FBA из Китая. Prep, перевозка и запись — одна контролируемая передача.","Логистика Amazon FBA из Китая. Prep, перевозка и запись — одна контролируемая передача. DDNZ / HEAVEN BORN · AMAZON FBA План строится вокруг Shipment ID, правил коробок, импортёра и записи на приёмку, а не как обычная доставка до двери. 01 / ВЫБОР УСЛУГИ",
/fr/services/amazon-fba/,fr,freight,pass,Logistique Amazon FBA Chine | Service d'Étiquetage,"Logistique Amazon FBA depuis la Chine. Prep, transport et rendez-vous sous un même contrôle.","Logistique Amazon FBA depuis la Chine. Prep, transport et rendez-vous sous un même contrôle. DDNZ / HEAVEN BORN · AMAZON FBA Le plan repose sur le Shipment ID, les règles cartons, l’importateur et le rendez-vous, pas sur une simple livraison porte-à-porte. 01 / CHOIX DU SERVICE",
/es/services/amazon-fba/,es,freight,pass,Logística Amazon FBA desde China | DDNZ Global,"Logística Amazon FBA desde China. Preparación, transporte y cita en una entrega controlada.","Logística Amazon FBA desde China. Preparación, transporte y cita en una entrega controlada. DDNZ / HEAVEN BORN · AMAZON FBA El plan parte del Shipment ID, reglas de cajas, importador y cita de recepción; no de una entrega a domicilio genérica. 01 / DECISIÓN DE SERVICIO",
/ar/services/amazon-fba/,ar,freight,pass,لوجستيات Amazon FBA من الصين | DDNZ Global,لوجستيات Amazon FBA من الصين. التجهيز والنقل والموعد ضمن تسليم واحد مضبوط.,لوجستيات Amazon FBA من الصين. التجهيز والنقل والموعد ضمن تسليم واحد مضبوط. DDNZ / HEAVEN BORN · AMAZON FBA تُبنى الخطة على Shipment ID وقواعد الكراتين والمستورد وموعد الاستلام، لا كأنها توصيل عادي إلى الباب. 01 / قرار الخدمة,
/services/warehouse-services/,en,freight,pass,Secure Warehouse Storage China | Cheap Cross Docking,Warehouse and consolidation in China. One origin-control point for several suppliers.,"Warehouse and consolidation in China. One origin-control point for several suppliers. DDNZ / HEAVEN BORN · WAREHOUSE SERVICES Receive, identify, check and prepare supplier batches before export—without losing track of what arrived, what changed or what was released. 01 / SERVICE DECISION",
/zh-cn/services/warehouse-services/,zh-cn,freight,pass,广州自营出口储运集运仓 | 廉价跨境仓储一件代发,中国仓储与集货服务。 多家供应商，一个始发端控制点。,中国仓储与集货服务。 多家供应商，一个始发端控制点。 DDNZ / HEAVEN BORN · WAREHOUSE SERVICES 出口前完成收货、分批标识、核对与准备，清楚记录到货、变更和最终放行数量。 01 / 服务决策,
/ru/services/warehouse-services/,ru,freight,pass,Услуги склада и консолидации в Гуанчжоу | Кросс-докинг,Склад и консолидация в Китае. Одна точка контроля для нескольких поставщиков.,"Склад и консолидация в Китае. Одна точка контроля для нескольких поставщиков. DDNZ / HEAVEN BORN · WAREHOUSE SERVICES Принять, идентифицировать, проверить и подготовить партии до экспорта, сохранив учёт поступлений, изменений и выпуска. 01 / ВЫБОР УСЛУГИ",
/fr/services/warehouse-services/,fr,freight,pass,Stockage de marchandises en Chine | Transit Express,Entrepôt et consolidation en Chine. Un point de contrôle pour plusieurs fournisseurs.,"Entrepôt et consolidation en Chine. Un point de contrôle pour plusieurs fournisseurs. DDNZ / HEAVEN BORN · WAREHOUSE SERVICES Recevoir, identifier, contrôler et préparer les lots avant export sans perdre la trace des arrivées, modifications et quantités libérées. 01 / CHOIX DU SERVICE",
/es/services/warehouse-services/,es,freight,pass,Almacén y consolidación en China | DDNZ Global,Almacén y consolidación en China. Un punto de control para varios proveedores.,"Almacén y consolidación en China. Un punto de control para varios proveedores. DDNZ / HEAVEN BORN · WAREHOUSE SERVICES Recibir, identificar, revisar y preparar lotes antes de exportar, manteniendo registro de llegadas, cambios y cantidades liberadas. 01 / DECISIÓN DE SERVICIO",
/ar/services/warehouse-services/,ar,freight,pass,التخزين والتجميع في الصين | DDNZ Global,التخزين والتجميع في الصين. نقطة تحكم واحدة لعدة موردين.,التخزين والتجميع في الصين. نقطة تحكم واحدة لعدة موردين. DDNZ / HEAVEN BORN · WAREHOUSE SERVICES استلام الدفعات وتعريفها وفحصها وتجهيزها قبل التصدير مع حفظ سجل ما وصل وما تغيّر وما تم الإفراج عنه. 01 / قرار الخدمة,
/shipping-from-china-to-middle-east/,en,freight,pass,Shipping from China to the Middle East | DDNZ Global Port and gateway network,Shipping from China to the Middle East.,"Shipping from China to the Middle East. CHINA → DESTINATION One region does not mean one shipping or import plan. Review cargo, importer, delivery address and available transport for each country. 01 / Port and gateway network",
/zh-cn/shipping-from-china-to-middle-east/,zh-cn,freight,pass,中国至 中东 | DDNZ Global 港口与门户网络,从中国发往 中东.,从中国发往 中东. 中国 → 目的地 同在一个地区，不代表可以套用同一套运输与进口方案。按目的国核对货物、收货主体、交付地址与可用运输方式。 01 / 港口与门户网络,
/ru/shipping-from-china-to-middle-east/,ru,freight,pass,Доставка из Китая на Ближний Восток | DDNZ Global Сеть портов и переходов,Доставка из Китая на Ближний Восток.,"Доставка из Китая на Ближний Восток. КИТАЙ → НАЗНАЧЕНИЕ Сначала выберите страну. Затем согласуем груз, порт, импортёра и границы доставки в одном плане. 01 / Сеть портов и переходов",
/fr/shipping-from-china-to-middle-east/,fr,freight,pass,Expédier de Chine vers le Moyen-Orient | DDNZ Global Réseau de ports et passages,Expédier de Chine vers le Moyen-Orient.,"Expédier de Chine vers le Moyen-Orient. CHINE → DESTINATION Choisissez d’abord le pays. Nous alignons ensuite le fret, le port, l’importateur et le périmètre de livraison. 01 / Réseau de ports et passages",
/es/shipping-from-china-to-middle-east/,es,freight,pass,Envíos de China a Oriente Medio | DDNZ Global Red de puertos y accesos,Envíos de China a Oriente Medio.,"Envíos de China a Oriente Medio. CHINA → DESTINO Una región no implica un único plan de transporte o importación. Revisar carga, importador, dirección y modalidades por país. 01 / Red de puertos y accesos",
/ar/shipping-from-china-to-middle-east/,ar,freight,pass,الشحن من الصين إلى الشرق الأوسط | DDNZ Global شبكة الموانئ والبوابات,الشحن من الصين إلى الشرق الأوسط.,الشحن من الصين إلى الشرق الأوسط. الصين ← الوجهة اختر بلد الوجهة أولاً، ثم نحدد البضاعة والميناء والمستورد ونطاق التسليم ضمن خطة قابلة للتنفيذ. 01 / شبكة الموانئ والبوابات,
/shipping-from-china-to-central-asia/,en,freight,pass,Shipping from China to Central Asia and Russia. | DDNZ Global China to Central Asia border gateways and destinations,Shipping from China to Central Asia and Russia.,"Shipping from China to Central Asia and Russia. Central Asia & Russia Kazakhstan, Uzbekistan and neighboring markets do not share one border, clearance or delivery plan. Select your destination, cargo and mode before asking for a transit estimate. BUILD YOUR ROUTE",
/zh-cn/shipping-from-china-to-central-asia/,zh-cn,freight,pass,中国到中亚五国及俄罗斯，按货物设计路线。 | DDNZ Global 中国至中亚主要跨境运输口岸与城市,中国到中亚五国及俄罗斯，按货物设计路线。,中国到中亚五国及俄罗斯，按货物设计路线。 中亚五国及俄罗斯 哈萨克斯坦、乌兹别克斯坦及周边国家不能套用同一套口岸、清关和交付安排。先选目的国、货物与运输方式，再谈时效。 组合你的路线,
/ru/shipping-from-china-to-central-asia/,ru,freight,pass,Доставка из Китая в Центральную Азию и Россию. | DDNZ Global Пограничные переходы и пункты назначения Центральной Азии,Доставка из Китая в Центральную Азию и Россию.,"Доставка из Китая в Центральную Азию и Россию. Центральная Азия и Россия Казахстан, Узбекистан и соседние рынки требуют разных переходов, оформления и схем выдачи. Укажите страну, груз и способ перевозки до оценки срока. СОБРАТЬ МАРШРУТ",
/fr/shipping-from-china-to-central-asia/,fr,freight,pass,Expédier de Chine vers l’Asie centrale et la Russie. | DDNZ Global Passages et destinations entre Chine et Asie centrale,Expédier de Chine vers l’Asie centrale et la Russie.,"Expédier de Chine vers l’Asie centrale et la Russie. Asie centrale et Russie Kazakhstan, Ouzbékistan et marchés voisins n’ont pas les mêmes passages ni modalités de livraison. Précisez pays, fret et mode avant de demander un délai. CONSTRUIRE L’ITINÉRAIRE",
/es/shipping-from-china-to-central-asia/,es,freight,pass,Envíos de China a Asia Central y Rusia. | DDNZ Global Pasos fronterizos y destinos de Asia Central,Envíos de China a Asia Central y Rusia.,"Envíos de China a Asia Central y Rusia. Asia Central y Rusia Kazajistán, Uzbekistán y mercados vecinos tienen pasos, despachos y entregas distintos. Indica destino, carga y modo antes de estimar el plazo. CONFIGURAR RUTA",
/ar/shipping-from-china-to-central-asia/,ar,freight,pass,الشحن من الصين إلى آسيا الوسطى وروسيا. | DDNZ Global معابر ووجهات الصين وآسيا الوسطى,الشحن من الصين إلى آسيا الوسطى وروسيا.,الشحن من الصين إلى آسيا الوسطى وروسيا. آسيا الوسطى وروسيا تختلف كازاخستان وأوزبكستان والأسواق المجاورة في المعابر والتخليص والتسليم. حدد الوجهة والبضاعة والوسيلة قبل تقدير المدة. كوّن مسارك,
/shipping-from-china-to-west-africa/,en,freight,pass,Shipping from China to West Africa | DDNZ Global Port and gateway network,Shipping from China to West Africa.,"Shipping from China to West Africa. CHINA → DESTINATION Arrival at port is only one stage. Compare clearance responsibilities, collection, inland delivery and replenishment as one shipment plan. 01 / Port and gateway network",
/zh-cn/shipping-from-china-to-west-africa/,zh-cn,freight,pass,中国至 西非 | DDNZ Global 港口与门户网络,从中国发往 西非.,从中国发往 西非. 中国 → 目的地 海运到港只是其中一段。把清关分工、提货、内陆配送与补货安排放在一起，才能比较一票货的完整成本。 01 / 港口与门户网络,
/ru/shipping-from-china-to-west-africa/,ru,freight,pass,Доставка из Китая в Западную Африку | DDNZ Global Сеть портов и переходов,Доставка из Китая в Западную Африку.,"Доставка из Китая в Западную Африку. КИТАЙ → НАЗНАЧЕНИЕ Сначала выберите страну. Затем согласуем груз, порт, импортёра и границы доставки в одном плане. 01 / Сеть портов и переходов",
/fr/shipping-from-china-to-west-africa/,fr,freight,pass,Expédier de Chine vers l’Afrique de l’Ouest | DDNZ Global Réseau de ports et passages,Expédier de Chine vers l’Afrique de l’Ouest.,"Expédier de Chine vers l’Afrique de l’Ouest. CHINE → DESTINATION Choisissez d’abord le pays. Nous alignons ensuite le fret, le port, l’importateur et le périmètre de livraison. 01 / Réseau de ports et passages",
/es/shipping-from-china-to-west-africa/,es,freight,pass,Envíos de China a África Occidental | DDNZ Global Red de puertos y accesos,Envíos de China a África Occidental.,"Envíos de China a África Occidental. CHINA → DESTINO La llegada al puerto es solo una etapa. Compara despacho, retiro, entrega interior y reposición dentro de un mismo plan. 01 / Red de puertos y accesos",
/ar/shipping-from-china-to-west-africa/,ar,freight,pass,الشحن من الصين إلى غرب أفريقيا | DDNZ Global شبكة الموانئ والبوابات,الشحن من الصين إلى غرب أفريقيا.,الشحن من الصين إلى غرب أفريقيا. الصين ← الوجهة اختر بلد الوجهة أولاً، ثم نحدد البضاعة والميناء والمستورد ونطاق التسليم ضمن خطة قابلة للتنفيذ. 01 / شبكة الموانئ والبوابات,
/shipping-from-china-to-latin-america/,en,freight,pass,Shipping from China to Latin America | DDNZ Global Port and gateway network,Shipping from China to Latin America.,"Shipping from China to Latin America. CHINA → DESTINATION The destination country shapes document requirements; the delivery address shapes the final leg. Select your market, then review the cargo, origin port and delivery scope. 01 / Port and gateway network",
/zh-cn/shipping-from-china-to-latin-america/,zh-cn,freight,pass,中国至 拉美 | DDNZ Global 港口与门户网络,从中国发往 拉美.,从中国发往 拉美. 中国 → 目的地 目的国决定文件要求，交付地址决定后半程。先选市场，再一起确认货物、起运港与交付范围。 01 / 港口与门户网络,
/ru/shipping-from-china-to-latin-america/,ru,freight,pass,Доставка из Китая в Латинскую Америку | DDNZ Global Сеть портов и переходов,Доставка из Китая в Латинскую Америку.,"Доставка из Китая в Латинскую Америку. КИТАЙ → НАЗНАЧЕНИЕ Сначала выберите страну. Затем согласуем груз, порт, импортёра и границы доставки в одном плане. 01 / Сеть портов и переходов",
/fr/shipping-from-china-to-latin-america/,fr,freight,pass,Expédier de Chine vers l’Amérique latine | DDNZ Global Réseau de ports et passages,Expédier de Chine vers l’Amérique latine.,"Expédier de Chine vers l’Amérique latine. CHINE → DESTINATION Choisissez d’abord le pays. Nous alignons ensuite le fret, le port, l’importateur et le périmètre de livraison. 01 / Réseau de ports et passages",
/es/shipping-from-china-to-latin-america/,es,freight,pass,Envíos de China a Latinoamérica | DDNZ Global Red de puertos y accesos,Envíos de China a Latinoamérica.,"Envíos de China a Latinoamérica. CHINA → DESTINO El país define los requisitos documentales; la dirección define el tramo final. Elige tu mercado y revisemos la carga, el puerto de origen y el alcance de entrega. 01 / Red de puertos y accesos",
/ar/shipping-from-china-to-latin-america/,ar,freight,pass,الشحن من الصين إلى أمريكا اللاتينية | DDNZ Global شبكة الموانئ والبوابات,الشحن من الصين إلى أمريكا اللاتينية.,الشحن من الصين إلى أمريكا اللاتينية. الصين ← الوجهة اختر بلد الوجهة أولاً، ثم نحدد البضاعة والميناء والمستورد ونطاق التسليم ضمن خطة قابلة للتنفيذ. 01 / شبكة الموانئ والبوابات,
/get-a-quote/,en,utility,context-only,"Request China Sourcing, Inspection or Freight Support | DDNZ",,,
/zh-cn/get-a-quote/,zh-cn,utility,context-only,提交中国采购、验货、集货或货运需求 | DDNZ Global,,,
/ru/get-a-quote/,ru,utility,context-only,"Запрос на закупку, инспекцию или доставку из Китая | DDNZ",,,
/fr/get-a-quote/,fr,utility,context-only,"Demande sourcing, inspection ou fret depuis la Chine | DDNZ",,,
